Date,Open,High,Low,Close,Volume,SP500,Gold,SMA5,RSI,Stoch_k,Stoch_d
2014-10-03,0.12646499085547735,0.10007283434248015,0.1234358518912001,0.11827638109352545,0.1504295788911707,0.07587903823263975,0.19992495719291714,0.08813952077643838,0.4785400746444295,0.857962811851378,0.3636432894948408
2014-10-04,0.11946680217838845,0.09391805288965993,0.10772873505018121,0.10327309459352296,0.18904032128903858,0.07587903823263975,0.19992495719291714,0.08746279942434754,0.3620926345467572,0.8675827748362408,0.1734408210676615
2014-10-05,0.10432788804866056,0.08280673687662765,0.08774108338973208,0.09893920353281482,0.24066230449005532,0.07587903823263975,0.19992495719291714,0.09116504606159781,0.33299010939437057,0.9426467479471237,0.4221071937984104
2014-10-06,0.09990968469274308,0.08448462879864227,0.09526461120246787,0.10389306239983542,0.23584487424483158,0.07425430130300636,0.21866347311504342,0.09527509648508459,0.4401678057347158,0.9523242213929084,0.58283588781444
2014-10-07,0.10517876014929595,0.08150990809246905,0.10492242889051506,0.10698062750683102,0.19274558704552258,0.05844490271556513,0.22298538347640395,0.09843197981929719,0.49452575486675254,0.9586930233463733,0.6909577876321743
2014-10-08,0.10797024099287889,0.08904794774996194,0.10839791038620472,0.1151696322733694,0.2024476354297613,0.0764007167115679,0.23743321920778193,0.1025027664762066,0.6056237207436435,0.9729939481782803,0.7592548225368289
2014-10-09,0.11609423256990303,0.1023607864686713,0.11859634553673737,0.12083948994864402,0.241025267567901,0.05474512775409135,0.23963386307115098,0.10602021223677904,0.6628901675615153,0.9816777653957767,0.8232913431530449
2014-10-10,0.12169310775803288,0.0988655409093635,0.12112390875277301,0.11923386513417122,0.18188867197291092,0.04279901407366449,0.23898689869903222,0.10932157664368503,0.651087954835269,0.9824613497143172,0.8682628659994525
2014-10-11,0.12015245523995255,0.09519605083747895,0.12253864742474851,0.11957676288073116,0.0740365434633492,0.04279901407366449,0.23898689869903222,0.11232363595072026,0.6545929675398448,0.9846004989336216,0.8917686142042037
2014-10-12,0.12073051351808706,0.10086665564470465,0.12262963095003798,0.12696509441922776,0.09897111990196494,0.04279901407366449,0.23898689869903222,0.11412941905348917,0.7214627826240281,0.9951391223535109,0.9233996749993605
2014-10-13,0.12768896288236842,0.10879047654196672,0.12853414763589888,0.13216204846742385,0.162335543852127,0.0255754110550912,0.2509749203093179,0.1145900960216204,0.7587943290120422,0.9976405208386294,0.9559781396150316
2014-10-14,0.13370920123512786,0.11497785385150161,0.1384389879965482,0.1366125676854314,0.17041336497077975,0.027211800140625186,0.2518734301749115,0.11468296842653003,0.7864604074607893,0.9966478733666279,0.9792338643264032
2014-10-15,0.13764077120400897,0.1109537301292085,0.13733833646430416,0.13403174693631825,0.13211538642062548,0.01877551812732836,0.25699766164603144,0.11367640469070195,0.7652589616993435,0.9946141091483334,0.9781514415659701
2014-10-16,0.13491844202822445,0.10947729111399163,0.1304219602849771,0.12873818124543812,0.13811694083432746,0.0189258856382315,0.2599363319923933,0.11261472778216564,0.7226901698907013,0.9901589094952432,0.9625671584507284
2014-10-17,0.12982731081426635,0.10359961449732702,0.13146193852445942,0.12926644284259148,0.07576199503789849,0.03220459148823451,0.25699766164603144,0.1129633916807149,0.72684558817445,0.9906223849681033,0.9493216306795457
2014-10-18,0.130362603592869,0.10788794854821138,0.133055762535484,0.13260485352607565,0.05983671001362456,0.03220459148823451,0.25699766164603144,0.11290979686831881,0.75254171444306,0.9934527337689885,0.9466535398124575
2014-10-19,0.13352100753049634,0.10735373922130909,0.1363385969141523,0.13178724310755008,0.0,0.03220459148823451,0.25699766164603144,0.10993617523152355,0.7452913714355927,0.9917894441589313,0.950090296912724
